"filename", "language", "Groovy", "YAML", "Dockerfile", "JSON", "Markdown", "Batch", "HTML", "JavaScript", "CSS", "Properties", "XML", "SQL", "Java", "comment", "blank", "total"
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\GenericArrayType.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 3, 18, 96
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\HtmlTool.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 7, 24
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\JsonDateSerializer.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 2, 18
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\SecurityContext.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 4, 21
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\ServiceTool.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 3, 22
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\StringTool.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 3, 9, 39
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\advice\ControllerExceptionAdvice.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 77, 40, 242
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\advice\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 5
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\builders\CategoryBuilder.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 11, 11, 55
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\builders\InstrumentBuilder.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 7, 27
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\builders\QuestionItemBuilder.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 3, 9, 36
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\builders\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 5
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\java\no\nsd\qddt\utils\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 1, 16
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\resources\application-local.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 8, 27
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\resources\application-production.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 5, 20
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\resources\application-stage.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 14, 29
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\resources\application.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 17, 10, 53
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\resources\audit-schema.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 1, 133
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\resources\import.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 602, 0, 14, 29, 645
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\resources\logback.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 19, 8, 36
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\main\resources\public-schema.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 475, 0, 0, 1, 476
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\QTTDTestSuite.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 82, 5, 95
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\config\AuthorizationServerConfig.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 5, 24
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\AbstractAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 8, 14, 60
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\AbstractServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 14, 60
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\ControllerWebIntegrationTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 16, 21, 94
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\ServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 7, 20
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\agency\AgencyServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 20, 102
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\agency\web\AgencyControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 3, 13, 78
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\category\CategoryServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 9, 41, 239
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\category\audit\CategoryAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 5, 23, 88
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\category\web\CategoryControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 41, 41, 183
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\comment\CommentServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 19, 84
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\comment\web\CommentControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 3, 17, 78
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\commentable\CommentableServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 1, 20, 81
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\concept\ConceptServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 6, 27, 115
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\concept\audit\ConceptAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 3, 13, 57
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\concept\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\concept\web\ConceptControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 7, 33, 133
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\controlconstruct\ControlConstructMetaTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 8, 18, 72
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\controlconstruct\ControlConstructServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 3, 18, 87
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\controlconstruct\audit\ControlConstructAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 38, 15, 84
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\controlconstruct\web\ControlConstructControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 3, 19, 89
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\instruction\InstructionServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 3, 20, 88
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\instruction\audit\InstructionAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 5, 20, 80
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\instruction\web\InstructionControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 3, 17, 83
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\instrument\InstrumentServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 3, 18, 86
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\instrument\audit\OthermaterialAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 16, 26, 101
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\instrument\web\InstrumentControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 3, 18, 81
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\publication\PublicationServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 3, 23, 80
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\questionitem\QuestionItemServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 4, 26, 77
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\responsedomain\ResponseDomainServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 3, 19, 87
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\responsedomain\audit\ResponseDomainAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 2, 20, 77
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\responsedomain\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\responsedomain\web\ResponseDomainControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 3, 50, 232
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\study\StudyServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 3, 19, 87
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\study\audit\StudyAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 5, 21, 81
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\study\web\StudyControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 84, 22, 170
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\surveyprogram\AuthorableSurveyTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 15, 28, 102
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\surveyprogram\SurveyProgramServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 3, 19, 87
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\surveyprogram\audit\SurveyProgramAuditServicTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 2, 24, 82
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\surveyprogram\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\surveyprogram\web\SurveyProgramAuditControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 16, 57
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\surveyprogram\web\SurveyProgramControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 3, 16, 79
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\topicgroup\TopicGroupServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 3, 25, 117
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\topicgroup\audit\TopicGroupAuditServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 4, 16, 74
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\topicgroup\web\TopicGroupControllerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 4, 20, 93
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\domain\user\AuthorityServiceTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 13, 20, 113
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\utils\BeforeSecurityContext.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 9, 7, 37
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\utils\ExtractResourceIdFromExceptionTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 10, 7, 31
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\utils\OAuthHelper.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 5, 5, 36
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\java\no\nsd\qddt\utils\RestfulTestUtils.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 36, 12, 110
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\resources\application-test.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"c:\Users\sno.NSD\IdeaProjects\qddt-service\src\test\resources\application.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 6, 22
"Total", "-", 121, 14, 7, 3, 11, 76, 122823, 23274, 1435, 84, 9, 1209, 20000, 33473, 12553, 215092
